maintenance_number,client,address,full_name,reference_year,service_date,month,source,model_diffuseur,emplacement,parfum,qte_restante,qte_livree,commentaire,technician_name
17530,Orna Farho,Lac1,Orna Farho Lac1,2026,2026-06-04,6,Controle,Astree,au fond,F.C,0,0,,Houssem
17530,Orna Farho,Lac1,Orna Farho Lac1,2026,2026-06-04,6,Recharge,Astree,au fond,F.C,0,300,,Houssem
17522,Gerard Darel,Lac1,Gerard Darel Lac1,2026,2026-06-03,6,Controle,Aromair100,entrée,F.C,0,0,,Houssem
17529,Gerard Darel,Lac1,Gerard Darel Lac1,2026,2026-06-04,6,Recharge,Aromair100,entrée,F.C,0,300,,Houssem
17523,Retaurant Safran,Lac1,Retaurant Safran Lac1,2026,2026-06-03,6,Controle,Zee600,Entrée,,0,0,,Houssem
17532,Royals Electroniques,Lac1,Royals Electroniques Lac1,2026,2026-06-04,6,Controle,,,,0,0,Livraison 180ml Desir Dubai,Houssem
17524,Business Hotel,Tunis,Business Hotel Tunis,2026,2026-06-03,6,Controle,Zephyr,Reception,Bris. d,0,0,,Houssem
17524,Business Hotel,Tunis,Business Hotel Tunis,2026,2026-06-03,6,Recharge,Zephyr,Reception,Bris. d,0,300,,Houssem
17527,Lefties,Soukra,Lefties Soukra,2026,2026-06-03,6,Controle,Zee300,Entree F,Lim,300,0,,Houssem
17527,Lefties,Soukra,Lefties Soukra,2026,2026-06-03,6,Controle,Zee300,Entree H,Lim,275,0,,Houssem
17527,Lefties,Soukra,Lefties Soukra,2026,2026-06-03,6,Recharge,Zee300,Entree F,Lim,0,300,,Houssem
17527,Lefties,Soukra,Lefties Soukra,2026,2026-06-03,6,Recharge,Zee300,Entree H,Lim,0,300,,Houssem
17531,Mascotte,Jardins Carthage,Mascotte Jardins Carthage,2026,2026-06-04,6,Controle,Zee300,RDC,T.H,80,0,,Houssem
17531,Mascotte,Jardins Carthage,Mascotte Jardins Carthage,2026,2026-06-04,6,Controle,Aromair150,+1,Peace,175,0,,Houssem
17531,Mascotte,Jardins Carthage,Mascotte Jardins Carthage,2026,2026-06-04,6,Recharge,Zee300,RDC,T.H,0,220,,Houssem
17531,Mascotte,Jardins Carthage,Mascotte Jardins Carthage,2026,2026-06-04,6,Recharge,Aromair150,+1,Peace,0,125,,Houssem
17526,AF Collection,Soukra,AF Collection Soukra,2026,2026-06-03,6,Recharge,Astree,+1,R.G,0,300,,Houssem
17542,Clevory,Charguia,Clevory Charguia,2026,2026-06-05,6,Controle,Aromair100,entrée,F.C,0,0,,Houssem
17539,Tavolino,Place Pasteur,Tavolino Place Pasteur,2026,2026-06-05,6,Controle,Zee300,Entree,Neroli,0,0,,Houssem
17539,Tavolino,Place Pasteur,Tavolino Place Pasteur,2026,2026-06-05,6,Recharge,Zee300,Entree,Neroli,0,600,,Houssem
17538,Vision Store,Menzah4,Vision Store Menzah4,2026,2026-06-05,6,Controle,Aromair100,entrée,F.D,140,0,,Houssem
17534,Fnac,Marsa,Fnac Marsa,2026,2026-06-04,6,Controle,Zee600,Entrée,illusion,0,0,,Houssem
17534,Fnac,Marsa,Fnac Marsa,2026,2026-06-04,6,Recharge,Zee600,Entree,design,0,600,,Houssem
17543,Restaurant Erable,Lac2,Restaurant Erable Lac2,2026,2026-06-05,6,Controle,Zee300,Entrée,Jasmin E,230,0,,Houssem
17543,Restaurant Erable,Lac2,Restaurant Erable Lac2,2026,2026-06-05,6,Recharge,Zee300,Entrée,Jasmin,0,300,,Houssem
17525,Casa Store,Soukra,Casa Store Soukra,2026,2026-06-03,6,Controle,Astree,Entree,R.G,80,0,,Houssem
17535,Darty,Marsa,Darty Marsa,2026,2026-06-04,6,Controle,Zee600,Entree,design,0,0,,Houssem
17535,Darty,Marsa,Darty Marsa,2026,2026-06-04,6,Recharge,Zee600,Entree,design,0,600,,Houssem
17528,BFI Siege1,Lac1,BFI Siege1 Lac1,2026,2026-06-04,6,Controle,Aromair150,RDC,Jasmin,225,0,,Houssem
17528,BFI Siege1,Lac1,BFI Siege1 Lac1,2026,2026-06-04,6,Controle,Aromair150,+1,Jasmin,140,0,,Houssem
17528,BFI Siege1,Lac1,BFI Siege1 Lac1,2026,2026-06-04,6,Controle,Aromair150,+2,Jasmin,155,0,,Houssem
17528,BFI Siege1,Lac1,BFI Siege1 Lac1,2026,2026-06-04,6,Controle,Aromair150,+3,Jasmin,130,0,,Houssem
17541,Origin Elle,Ennasr,Origin Elle Ennasr,2026,2026-06-05,6,Recharge,Aromair150,Entrée,FE2,0,300,,Houssem
17618,Paris Tunis Dress,GP9,Paris Tunis Dress GP9,2026,2026-06-10,6,Controle,Astree,Entree,R.D,260,0,,Houssem
17619,Clinique Kaynos,Lac2,Clinique Kaynos Lac2,2026,2026-06-10,6,Controle,Astree,1,FE3,0,0,,Houssem
17619,Clinique Kaynos,Lac2,Clinique Kaynos Lac2,2026,2026-06-10,6,Controle,Astree,RDC,FE2,62,0,,Houssem
17548,Villa Misk,Sidi Bou Said,Villa Misk Sidi Bou Said,2026,2026-06-06,6,Controle,Astree,Entree,Melange,120,0,,Houssem
17544,Cabinet Dr Mariem Ben Amor,Lac2,Cabinet Dr Mariem Ben Amor Lac2,2026,2026-06-05,6,Recharge,Aromair150,S. Atte,F.C,0,300,,Houssem
17621,Tony Nasr,GP9,Tony Nasr GP9,2026,2026-06-10,6,Controle,Aromair100,Entree,T.H,0,0,,Houssem
17601,Saveurs de Carthage,Jardins Carthage,Saveurs de Carthage Jardins Carthage,2026,2026-06-08,6,Controle,Zephyr,Entree,melange,0,0,,Houssem
17604,Table espace,Lac1,Table espace Lac1,2026,2026-06-08,6,Controle,Astree,Entree,B.the,240,0,,Houssem
17540,Oxford Librairie,Ennasr,Oxford Librairie Ennasr,2026,2026-06-05,6,Recharge,Zee300,Entree,F.N,0,300,,Houssem
17540,Oxford Librairie,Ennasr,Oxford Librairie Ennasr,2026,2026-06-05,6,Recharge,Aromair150,+1,F.N,0,300,,Houssem
17540,Oxford Librairie,Ennasr,Oxford Librairie Ennasr,2026,2026-06-05,6,Recharge,Aromair150,+2,F.N,0,300,,Houssem
17624,Energy Car,Menzah6,Energy Car Menzah6,2026,2026-06-10,6,Controle,Astree,Entree,T.H,95,0,,Houssem
17608,Cipolin,Jardins Carthage,Cipolin Jardins Carthage,2026,2026-06-08,6,Recharge,Zee300,Salon,T.H,0,600,,Houssem
17608,Cipolin,Jardins Carthage,Cipolin Jardins Carthage,2026,2026-06-08,6,Recharge,Stock,Stock,T.H,0,300,,Houssem
17547,Maison d'hote Neyra,Sidi Bou Said,Maison d'hote Neyra Sidi Bou Said,2026,2026-06-06,6,Recharge,Iceburg,Entree,Jasmin,0,300,,Houssem
17609,Tony Nasr,GP9,Tony Nasr GP9,2026,2026-06-09,6,Controle,Aromair100,Entree,Rose d'or,140,0,,Houssem
17549,Cipolin,Jardins Carthage,Cipolin Jardins Carthage,2026,2026-06-08,6,Recharge,Aromair150,Entree,T.H,0,300,,Houssem
17603,Oriflame,Lac3,Oriflame Lac3,2026,2026-06-08,6,Controle,Astree,Entree,F.C,55,0,,Houssem
17607,Cabinet Dr Louati,Lac2,Cabinet Dr Louati Lac2,2026,2026-06-08,6,Controle,Zee300,Entree,Fologne,0,0,,Houssem
17607,Cabinet Dr Louati,Lac2,Cabinet Dr Louati Lac2,2026,2026-06-08,6,Recharge,Zee300,Entree,F.N,0,200,,Houssem
17536,Asteel Flash,Soukra,Asteel Flash Soukra,2026,2026-06-05,6,Controle,Zephyr,RDC,Ondee P.,70,0,,Houssem
17536,Asteel Flash,Soukra,Asteel Flash Soukra,2026,2026-06-05,6,Recharge,Zephyr,RDC,Ondee P.,0,300,,Houssem
17605,Renault Trucks,La Goulette,Renault Trucks La Goulette,2026,2026-06-08,6,Controle,Astree,Reception,R.G,286,0,,Houssem
17605,Renault Trucks,La Goulette,Renault Trucks La Goulette,2026,2026-06-08,6,Controle,Astree,au fond,R.G,220,0,,Houssem
17610,Sodeco,Aouina,Sodeco Aouina,2026,2026-06-09,6,Controle,Zee300,Entree,B.the,4,0,,Houssem
17602,Spectra,Lac3,Spectra Lac3,2026,2026-06-08,6,Recharge,Astree,Entree,F.the,0,220,,Houssem
17602,Spectra,Lac3,Spectra Lac3,2026,2026-06-08,6,Recharge,Zee300,A,R.G,0,300,,Houssem
17633,Hotel Carlton,Tunis,Hotel Carlton Tunis,2026,2026-06-11,6,Recharge,Aromair100,S. Admin,mel,0,300,,Houssem
17620,Hotel Corail,Lac2,Hotel Corail Lac2,2026,2026-06-10,6,Controle,Tour,Reception,F.N,250,0,,Houssem
17546,Floralies,Soukra,Floralies Soukra,2026,2026-06-26,6,Controle,Iceburg,RDC,B.the,125,0,,Houssem
17546,Floralies,Soukra,Floralies Soukra,2026,2026-06-26,6,Controle,Iceburg,+1,B.the,0,0,,Houssem
17546,Floralies,Soukra,Floralies Soukra,2026,2026-06-26,6,Recharge,Iceburg,+1,B.the,0,300,,Houssem
17612,Hotel Carlton,Tunis,Hotel Carlton Tunis,2026,2026-06-09,6,Controle,Aromair100,Reception,mel,190,0,,Houssem
17612,Hotel Carlton,Tunis,Hotel Carlton Tunis,2026,2026-06-09,6,Controle,Aromair100,S. Reunion,mel,0,0,,Houssem
17551,Pharmacie Sadri,Lac2,Pharmacie Sadri Lac2,2026,2026-06-09,6,Controle,Zee300,Entree,R.G,150,0,,Houssem
17551,Pharmacie Sadri,Lac2,Pharmacie Sadri Lac2,2026,2026-06-09,6,Recharge,Zee300,Entree,R.G,0,300,,Houssem
17626,Poliform,Soukra,Poliform Soukra,2026,2026-06-10,6,Controle,Aromair100,Entree,mel,0,0,,Houssem
17613,Agence Doze,CUN,Agence Doze CUN,2026,2026-06-09,6,Controle,Astree,Entree,Rose d'or,185,0,,Houssem
17550,Hotel Dar El Marsa,Sidi Bou Said,Hotel Dar El Marsa Sidi Bou Said,2026,2026-06-11,6,Recharge,Zee300,Entree,,0,500,,Houssem
17622,Sodeco,Aouina,Sodeco Aouina,2026,2026-06-10,6,Recharge,Zee300,Entree,F.the,0,300,,Houssem
17623,Carre Douceur,Lac1,Carre Douceur Lac1,2026,2026-06-10,6,Controle,Astree,Entree,FE2,0,0,,Houssem
17632,Timsoft Group,Lac1,Timsoft Group Lac1,2026,2026-06-11,6,Recharge,Aromair150,+1,B.the,0,300,,Houssem
17632,Timsoft Group,Lac1,Timsoft Group Lac1,2026,2026-06-11,6,Recharge,Aromair150,+2,B.the,0,300,,Houssem
17632,Timsoft Group,Lac1,Timsoft Group Lac1,2026,2026-06-11,6,Recharge,Aromair150,+1fond,B.the,0,300,,Houssem
17632,Timsoft Group,Lac1,Timsoft Group Lac1,2026,2026-06-11,6,Recharge,Aromair150,+2fond,B.the,0,300,,Houssem
17606,Clevory,Charguia,Clevory Charguia,2026,2026-06-08,6,Recharge,Aromair100,Entree,Cash,0,300,,Houssem
17631,Tavolino,Lac2,Tavolino Lac2,2026,2026-06-11,6,Recharge,Iceburg,Entree,T.H,0,300,,Houssem
17614,Hygiene 716 Lac2,Lac2,Hygiene 716 Lac2 Lac2,2026,2026-06-09,6,Controle,Aromair100,WCH,Jasmin,0,0,,Houssem
17614,Hygiene 716 Lac2,Lac2,Hygiene 716 Lac2 Lac2,2026,2026-06-09,6,Controle,Aromair100,WCF,Jasmin,0,0,,Houssem
17614,Hygiene 716 Lac2,Lac2,Hygiene 716 Lac2 Lac2,2026,2026-06-09,6,Controle,Zee600,Entree 1,F.N,0,0,,Houssem
17614,Hygiene 716 Lac2,Lac2,Hygiene 716 Lac2 Lac2,2026,2026-06-09,6,Controle,Zee600,Entree 2,F.N,0,0,,Houssem
17614,Hygiene 716 Lac2,Lac2,Hygiene 716 Lac2 Lac2,2026,2026-06-09,6,Controle,Zee600,Entree 3,F.N,0,0,,Houssem
17614,Hygiene 716 Lac2,Lac2,Hygiene 716 Lac2 Lac2,2026,2026-06-09,6,Recharge,Aromair100,WCH,Jasmin,0,300,,Houssem
17614,Hygiene 716 Lac2,Lac2,Hygiene 716 Lac2 Lac2,2026,2026-06-09,6,Recharge,Aromair100,WCF,Jasmin,0,300,,Houssem
17614,Hygiene 716 Lac2,Lac2,Hygiene 716 Lac2 Lac2,2026,2026-06-09,6,Recharge,Zee600,Entree 1,F.N,0,500,,Houssem
17614,Hygiene 716 Lac2,Lac2,Hygiene 716 Lac2 Lac2,2026,2026-06-09,6,Recharge,Zee600,Entree 2,F.N,0,500,,Houssem
17614,Hygiene 716 Lac2,Lac2,Hygiene 716 Lac2 Lac2,2026,2026-06-09,6,Recharge,Zee600,Entree 3,F.N,0,500,,Houssem
17625,Cabinet Dr Haifa Chebbi,Bardo,Cabinet Dr Haifa Chebbi Bardo,2026,2026-06-10,6,Controle,Astree,Entree,R.G,0,0,,Houssem
17625,Cabinet Dr Haifa Chebbi,Bardo,Cabinet Dr Haifa Chebbi Bardo,2026,2026-06-10,6,Recharge,Astree,Entree,R.G,0,300,,Houssem
17615,Ridotti,Soukra,Ridotti Soukra,2026,2026-06-09,6,Controle,Astree,Entree,SI,243,0,,Houssem
17573,Turquoise,CUN,Turquoise CUN,2026,2026-06-18,6,Controle,Zee300,Entrée,F.D,0,0,,Houssem
17573,Turquoise,CUN,Turquoise CUN,2026,2026-06-18,6,Recharge,Zee300,Entrée,F.D,0,300,,Houssem
17561,Jazz Tour Khalaf,Sousse,Jazz Tour Khalaf Sousse,2026,2026-06-13,6,Controle,,,,0,0,division diffuseur Aromair150 Blanc,Houssem
17561,Jazz Tour Khalaf,Sousse,Jazz Tour Khalaf Sousse,2026,2026-06-13,6,Recharge,,,,0,0,recuperation diffuseur Aromair150 Noir,Houssem
17583,Hotel Laico,Tunis,Hotel Laico Tunis,2026,2026-06-20,6,Controle,Astree,S. Presidentiel,Neroli,90,0,,Houssem
17557,Kantaoui Bey,Sousse,Kantaoui Bey Sousse,2026,2026-06-13,6,Controle,,,,0,0,livraison 4 bouteilles Ondee,Houssem
17555,Arco Cerame,Sfax,Arco Cerame Sfax,2026,2026-06-13,6,Controle,Astree,entrée,Cashmer,0,0,,Houssem
17555,Arco Cerame,Sfax,Arco Cerame Sfax,2026,2026-06-13,6,Recharge,Astree,entrée,Cashmer,0,300,,Houssem
17569,Ambiance d'Autrefois,Soukra,Ambiance d'Autrefois Soukra,2026,2026-06-15,6,Controle,,,,0,0,Récupération Diffuseur Astree,Houssem
17556,Alia Megdiche,Sfax,Alia Megdiche Sfax,2026,2026-06-13,6,Controle,Aromair100,entrée,P. Jasmin,111,0,,Houssem
17556,Alia Megdiche,Sfax,Alia Megdiche Sfax,2026,2026-06-13,6,Recharge,Aromair100,entrée,Rose d'or,0,300,,Houssem
17630,Love Yourself,Lac2,Love Yourself Lac2,2026,2026-06-11,6,Recharge,Aromair100,RDC,R.V,0,300,,Houssem
17630,Love Yourself,Lac2,Love Yourself Lac2,2026,2026-06-11,6,Recharge,Aromair100,+1,R.V,0,300,,Houssem
17616,Hotel Concorde,Lac1,Hotel Concorde Lac1,2026,2026-06-11,6,Controle,Astree,RDC SPA,Neroli,10,0,,Houssem
17616,Hotel Concorde,Lac1,Hotel Concorde Lac1,2026,2026-06-11,6,Controle,Astree,+1 SPA,Neroli,30,0,,Houssem
17616,Hotel Concorde,Lac1,Hotel Concorde Lac1,2026,2026-06-11,6,Recharge,Astree,RDC SPA,F.J,0,300,,Houssem
17616,Hotel Concorde,Lac1,Hotel Concorde Lac1,2026,2026-06-11,6,Recharge,Astree,+1 SPA,F.J,0,300,,Houssem
17567,Casa Store,Soukra,Casa Store Soukra,2026,2026-06-15,6,Controle,Astree,Entree,Melange,40,0,,Houssem
17567,Casa Store,Soukra,Casa Store Soukra,2026,2026-06-15,6,Recharge,Astree,entree,mel,0,300,,Houssem
17566,Soquibat,Lac1,Soquibat Lac1,2026,2026-06-16,6,Controle,Astree,Cashier,P.B,260,0,,Houssem
17566,Soquibat,Lac1,Soquibat Lac1,2026,2026-06-16,6,Controle,,,,0,0,probleme pompe diffuseur,Houssem
17560,Dr Skander Ben Gueder,Sousse,Dr Skander Ben Gueder Sousse,2026,2026-06-17,6,Controle,Aromair150,SALLE d'attente,FC,60,0,,Houssem
17560,Dr Skander Ben Gueder,Sousse,Dr Skander Ben Gueder Sousse,2026,2026-06-17,6,Controle,Aromair150,Cabinet,FC,45,0,,Houssem
17560,Dr Skander Ben Gueder,Sousse,Dr Skander Ben Gueder Sousse,2026,2026-06-17,6,Recharge,Aromair150,SALLE d'attente,FC,0,300,,Houssem
17560,Dr Skander Ben Gueder,Sousse,Dr Skander Ben Gueder Sousse,2026,2026-06-17,6,Recharge,Aromair150,Cabinet,FC,0,300,,Houssem
17562,Moustache,Menzah5,Moustache Menzah5,2026,2026-06-15,6,Controle,Centrale/CTA,comptoir,R.G,136,0,,Houssem
17562,Moustache,Menzah5,Moustache Menzah5,2026,2026-06-15,6,Recharge,Centrale/CTA,comptoir,R.G,0,170,,Houssem
17636,Moustache,Menzah5,Moustache Menzah5,2026,2026-06-17,6,Controle,Iceburg,entree,Mel,40,0,,Houssem
17636,Moustache,Menzah5,Moustache Menzah5,2026,2026-06-17,6,Recharge,Iceburg,entree,mel,0,300,,Houssem
17554,Siceram,Sfax,Siceram Sfax,2026,2026-06-13,6,Controle,Astree,entrée,Cashmer,124,0,,Houssem
17554,Siceram,Sfax,Siceram Sfax,2026,2026-06-13,6,Controle,Astree,au fond CPN,Cashmer,0,0,,Houssem
17554,Siceram,Sfax,Siceram Sfax,2026,2026-06-13,6,Recharge,Astree,entrée,Cashmer,0,300,,Houssem
17554,Siceram,Sfax,Siceram Sfax,2026,2026-06-13,6,Recharge,Astree,au fond,Cashmer,0,300,,Houssem
17637,Dr Skander Ben Gueder,Sousse,Dr Skander Ben Gueder Sousse,2026,2026-06-17,6,Controle,Zee300,entree,B.The,0,0,,Houssem
17637,Dr Skander Ben Gueder,Sousse,Dr Skander Ben Gueder Sousse,2026,2026-06-17,6,Recharge,Zee300,entree,B.the,0,500,,Houssem
17558,Sodeco,GP9,Sodeco GP9,2026,2026-06-13,6,Controle,Zee300,entree,FM,0,0,,Houssem
17558,Sodeco,GP9,Sodeco GP9,2026,2026-06-13,6,Recharge,Zee300,entree,FM,0,300,,Houssem
17638,Hotel Concorde,Lac1,Hotel Concorde Lac1,2026,2026-06-17,6,Controle,Zee300,RDC,C. Sauvage,154,0,,Houssem
17638,Hotel Concorde,Lac1,Hotel Concorde Lac1,2026,2026-06-17,6,Controle,Centrale,+2,T.B,0,0,,Houssem
17638,Hotel Concorde,Lac1,Hotel Concorde Lac1,2026,2026-06-17,6,Controle,Aromair100,+2 au fond,Rose.n,200,0,,Houssem
17638,Hotel Concorde,Lac1,Hotel Concorde Lac1,2026,2026-06-17,6,Recharge,Zee300,RDC,C. Sauvage,0,150,,Houssem
17638,Hotel Concorde,Lac1,Hotel Concorde Lac1,2026,2026-06-17,6,Recharge,Centrale,+2,illusion,0,300,,Houssem
17638,Hotel Concorde,Lac1,Hotel Concorde Lac1,2026,2026-06-17,6,Recharge,Aromair100,+2 au fond,Rose.n,0,100,,Houssem
17629,Hotel Corail,Lac2,Hotel Corail Lac2,2026,2026-06-11,6,Recharge,Zee300,Reception,R.D,0,280,,Houssem
17629,Hotel Corail,Lac2,Hotel Corail Lac2,2026,2026-06-11,6,Controle,,,,0,0,Recuperation Diffuseur Tour,Houssem
17639,Maison Mr Ansi Cipalin,Jardins Carthage,Maison Mr Ansi Cipalin Jardins Carthage,2026,2026-06-17,6,Controle,Astree,+2,A. Solaire,0,0,,Houssem
17639,Maison Mr Ansi Cipalin,Jardins Carthage,Maison Mr Ansi Cipalin Jardins Carthage,2026,2026-06-17,6,Recharge,Astree,+2,A. Solaire,0,300,,Houssem
17643,Strass,Menzah5,Strass Menzah5,2026,2026-06-23,6,Controle,Aromair100,entrée,R.G,150,0,,Houssem
17644,Cabinet Dr Louati,Menzah6,Cabinet Dr Louati Menzah6,2026,2026-06-23,6,Controle,Zee300,S. attente,T.H,120,0,,Houssem
17644,Cabinet Dr Louati,Menzah6,Cabinet Dr Louati Menzah6,2026,2026-06-23,6,Controle,Aromair150,au fond,F.tec,190,0,,Houssem
17652,Azalée,Soukra,Azalée Soukra,2026,2026-06-24,6,Controle,Iceburg,entrée,B.G,95,0,,Houssem
17652,Azalée,Soukra,Azalée Soukra,2026,2026-06-24,6,Controle,Aromair150,+1,R.G,90,0,,Houssem
17585,Restaurent Gourmet,Charguia,Restaurent Gourmet Charguia,2026,2026-06-22,6,Controle,Zee300,Salon,R.G,260,0,,Houssem
17585,Restaurent Gourmet,Charguia,Restaurent Gourmet Charguia,2026,2026-06-22,6,Recharge,Zee300,Salon,R.G,0,180,,Houssem
17651,Ella Jewerly,Mall Tunis 2,Ella Jewerly Mall Tunis 2,2026,2026-06-24,6,Controle,Aromair150,Au fond,Rose n,105,0,,Houssem
17586,Hotel Manera,Sidi Bou Said,Hotel Manera Sidi Bou Said,2026,2026-06-22,6,Controle,Zee300,Resto,P. Jasmin,0,0,,Houssem
17586,Hotel Manera,Sidi Bou Said,Hotel Manera Sidi Bou Said,2026,2026-06-22,6,Controle,Aromair150,WCF,T.H,170,0,,Houssem
17586,Hotel Manera,Sidi Bou Said,Hotel Manera Sidi Bou Said,2026,2026-06-22,6,Recharge,Zee300,Resto,P. Jasmin,0,300,,Houssem
17586,Hotel Manera,Sidi Bou Said,Hotel Manera Sidi Bou Said,2026,2026-06-22,6,Recharge,Aromair150,WCF,T.H,0,130,,Houssem
17595,Retaurant Safran,Lac1,Retaurant Safran Lac1,2026,2026-06-23,6,Controle,Zee600,Entrée,mel,0,0,,Houssem
17595,Retaurant Safran,Lac1,Retaurant Safran Lac1,2026,2026-06-23,6,Recharge,Zee600,Entrée,mel,0,900,,Houssem
17658,Floralies,Lac1,Floralies Lac1,2026,2026-06-25,6,Controle,Aromair600,entree,B.T,0,0,,Houssem
17658,Floralies,Lac1,Floralies Lac1,2026,2026-06-25,6,Recharge,Aromair600,entree,B.T,0,600,,Houssem
17590,JL Invest,Lac2,JL Invest Lac2,2026,2026-06-22,6,Controle,Astree,Entree,R.G,0,0,,Houssem
17590,JL Invest,Lac2,JL Invest Lac2,2026,2026-06-22,6,Controle,Astree,S. Reunion,RG,210,0,,Houssem
17590,JL Invest,Lac2,JL Invest Lac2,2026,2026-06-22,6,Controle,Iceburg,bureau d,R.G,0,0,,Houssem
17590,JL Invest,Lac2,JL Invest Lac2,2026,2026-06-22,6,Recharge,,,,0,0,probleme pompe diffuseur,Houssem
17655,Le Sportif,Soukra,Le Sportif Soukra,2026,2026-06-25,6,Controle,Zee600,Entree,,0,0,,Houssem
17655,Le Sportif,Soukra,Le Sportif Soukra,2026,2026-06-25,6,Controle,,,,0,0,Prise defectueuse,Houssem
17593,Zinnia,Soukra,Zinnia Soukra,2026,2026-06-22,6,Recharge,Iceburg,Entrée,Fig,0,300,,Houssem
17654,Geliamo,Marsa,Geliamo Marsa,2026,2026-06-25,6,Controle,Aromair150,entree,Desigal,0,0,,Houssem
17654,Geliamo,Marsa,Geliamo Marsa,2026,2026-06-25,6,Recharge,Aromair150,entree,Desigal,0,200,,Houssem
17678,Boumiza Square,Sousse,Boumiza Square Sousse,2026,2026-06-27,6,Controle,Zee600,RDC,F.C,0,0,,Houssem
17678,Boumiza Square,Sousse,Boumiza Square Sousse,2026,2026-06-27,6,Controle,Aromair100,WC,F.C,0,0,,Houssem
17678,Boumiza Square,Sousse,Boumiza Square Sousse,2026,2026-06-27,6,Controle,Zee600,+1,F.C,0,0,,Houssem
17678,Boumiza Square,Sousse,Boumiza Square Sousse,2026,2026-06-27,6,Controle,Zee300,S. Jeny,F.C,0,0,,Houssem
17678,Boumiza Square,Sousse,Boumiza Square Sousse,2026,2026-06-27,6,Recharge,Zee600,RDC,F.C,0,300,,Houssem
17678,Boumiza Square,Sousse,Boumiza Square Sousse,2026,2026-06-27,6,Recharge,Aromair100,WC,F.C,0,300,,Houssem
17678,Boumiza Square,Sousse,Boumiza Square Sousse,2026,2026-06-27,6,Recharge,Zee600,+1,F.C,0,300,,Houssem
17678,Boumiza Square,Sousse,Boumiza Square Sousse,2026,2026-06-27,6,Recharge,Zee300,S. Jeny,T.C,0,300,,Houssem
17653,Mme Jemmeli,Marsa,Mme Jemmeli Marsa,2026,2026-06-25,6,Controle,Zee300,SALON,Rose d'or,0,0,,Houssem
17653,Mme Jemmeli,Marsa,Mme Jemmeli Marsa,2026,2026-06-25,6,Recharge,Zee300,SALON,Rose d'or,0,300,,Houssem
17596,La centrale Tunisie,Lac1,La centrale Tunisie Lac1,2026,2026-06-23,6,Controle,Astree,Entrée G,mel,0,0,,Houssem
17596,La centrale Tunisie,Lac1,La centrale Tunisie Lac1,2026,2026-06-23,6,Controle,Astree,Entrée D,mel,30,0,,Houssem
17596,La centrale Tunisie,Lac1,La centrale Tunisie Lac1,2026,2026-06-23,6,Recharge,Astree,Entrée G,mel,0,100,,Houssem
17596,La centrale Tunisie,Lac1,La centrale Tunisie Lac1,2026,2026-06-23,6,Recharge,Astree,Entrée D,mel,0,100,,Houssem
17592,Volkswagen SAV,Charguia,Volkswagen SAV Charguia,2026,2026-06-22,6,Controle,Zee300,Reception,R.G,20,0,,Houssem
17592,Volkswagen SAV,Charguia,Volkswagen SAV Charguia,2026,2026-06-22,6,Recharge,Zee300,Reception,R.G,0,300,,Houssem
17677,Parapharmacie La Grande,Sousse,Parapharmacie La Grande Sousse,2026,2026-06-27,6,Recharge,Zee300,Entree,Lin,0,300,,Houssem
17676,Med Chakroun,Hammam Sousse,Med Chakroun Hammam Sousse,2026,2026-06-27,6,Controle,Zee300,entree,T.H,239,0,,Houssem
17676,Med Chakroun,Hammam Sousse,Med Chakroun Hammam Sousse,2026,2026-06-27,6,Recharge,Zee300,entree,T.H,0,300,,Houssem
17675,Boumiza Prod,Sousse,Boumiza Prod Sousse,2026,2026-06-26,6,Recharge,Aromair150,Entree,B.the,0,300,,Houssem
17674,Mall of Sousse,Sousse,Mall of Sousse Sousse,2026,2026-06-27,6,Controle,Zee300,C. Mosquée,OB,95,0,,Houssem
17674,Mall of Sousse,Sousse,Mall of Sousse Sousse,2026,2026-06-27,6,Controle,Zee600,WC F.C.,OB,160,0,,Houssem
17674,Mall of Sousse,Sousse,Mall of Sousse Sousse,2026,2026-06-27,6,Controle,Zee600,WC H.C.,OB,0,0,,Houssem
17674,Mall of Sousse,Sousse,Mall of Sousse Sousse,2026,2026-06-27,6,Controle,Aromair150,Mosquée,Rose d'or,30,0,,Houssem
17674,Mall of Sousse,Sousse,Mall of Sousse Sousse,2026,2026-06-27,6,Controle,Astree,Admin,T.H,58,0,,Houssem
17679,Maison Mme Dridi,Soukra,Maison Mme Dridi Soukra,2026,2026-06-23,6,Controle,Astree,salon,R.G,0,0,,Houssem
17679,Maison Mme Dridi,Soukra,Maison Mme Dridi Soukra,2026,2026-06-23,6,Recharge,Astree,salon,R.G,0,300,,Houssem
17673,Dar Said,Sidi Bou Said,Dar Said Sidi Bou Said,2026,2026-06-27,6,Controle,Zephyr,entree,Lin,115,0,,Houssem
17673,Dar Said,Sidi Bou Said,Dar Said Sidi Bou Said,2026,2026-06-27,6,Controle,Zephyr,WC H.C.B,Lin,0,0,,Houssem
17673,Dar Said,Sidi Bou Said,Dar Said Sidi Bou Said,2026,2026-06-27,6,Controle,Zephyr,WCF.C.B,Lin,0,0,,Houssem
17673,Dar Said,Sidi Bou Said,Dar Said Sidi Bou Said,2026,2026-06-27,6,Controle,Zephyr,Couloir Bank,Lin,100,0,,Houssem
17673,Dar Said,Sidi Bou Said,Dar Said Sidi Bou Said,2026,2026-06-27,6,Controle,Zephyr,K. Low,Lin,0,0,,Houssem
