fiche_no,client_matched,adresse_matched,date_heure,technicien,source,model_matched,emplacement,parfum_extracted,qte_restante,qte_livree
17682,Ooredoo ,Lac2,23/06/2026,Houssem,Controle,Zee300,P. directer,OB,0,0
17682,Ooredoo ,Lac2,23/06/2026,Houssem,Controle,Central,+1 B.D,R.N,0,0
17684,Jouaillerie Fakhfakh ,Lac1,21/06/2026,Houssem,Controle,Astree,entree,AG,0,0
17684,Jouaillerie Fakhfakh ,Lac1,21/06/2026,Houssem,Controle,Iceburg,1ere,melange,238,0
17683,Beauty Shop,Lac2,21/06/2026,Houssem,Controle,Zee300,au fond,Linge Frais,0,0
17683,Beauty Shop,Lac2,21/06/2026,Houssem,Recharge,Zee300,au fond,Linge Frais,0,300
17686,Mariotte ,CUN,25/06/2026,Houssem,Controle,Note: livraison 20 spray R.G.,null,null,0,0
17672,City Loft ,Soukra,26/06/2026,Houssem,Controle,Aromair100,Au fond,Rose n,57,0
17672,City Loft ,Soukra,26/06/2026,Houssem,Controle,Aromair100,1er étage,RG,0,0
17580,Café Sophia,CUN,20/06/2026,Houssem,Controle,Astree,Entrée,F.The,0,0
17580,Café Sophia,CUN,20/06/2026,Houssem,Controle,Astree,CPN,F.The,0,0
17580,Café Sophia,CUN,20/06/2026,Houssem,Recharge,Astree,Entree,F.The,0,300
17647,ID & Partners ,Millenium Marsa,24/06/2026,Houssem,Controle,Iceburg,entrée,Cashmer,115,0
17685,Magro ,Charguia,23/06/2026,Houssem,Controle,Aromair100,RDC,Cashmer,0,0
17685,Magro ,Charguia,23/06/2026,Houssem,Controle,Aromair100,etage,Cashmer,17,0
17685,Magro ,Charguia,23/06/2026,Houssem,Controle,Aromair150,directer,Cashmer,0,0
17685,Magro ,Charguia,23/06/2026,Houssem,Controle,Aromair100,couloird,Cashmer,0,0
17685,Magro ,Charguia,23/06/2026,Houssem,Controle,Aromair150,fond d,Cashmer,0,0
17685,Magro ,Charguia,23/06/2026,Houssem,Controle,Aromair150,directer CPN,RG,0,0
17687,Mascotte ,Jardins Carthage,23/06/2026,Houssem,Controle,Zee300,afond,Lin,25,0
17687,Mascotte ,Jardins Carthage,23/06/2026,Houssem,Recharge,Zee300,afond,Lin,0,300
17599,Oishi,Soukra,23/06/2026,Houssem,Controle,Astree,Entree,illusion,0,0
17599,Oishi,Soukra,23/06/2026,Houssem,Recharge,Astree,Entrée,illusion,0,150
17689,City Loft ,Soukra,29/06/2026,Houssem,Recharge,Aromair100,+1,R.G,0,200
17688,Azalée,Soukra,25/06/2026,Houssem,Controle,Astree,Entrée,Fig,16,0
17688,Azalée,Soukra,25/06/2026,Houssem,Recharge,Astree,Entrée,Fig,0,300
17690,Boutique 123,Sfax,30/06/2026,Houssem,Controle,Aromair600,Entrée,R.G,0,0
17690,Boutique 123,Sfax,30/06/2026,Houssem,Recharge,Aromair600,Entrée,R.G,0,600
17696,Camomile ,Soukra,30/06/2026,Houssem,Controle,Astree,Entrée,R.G,0,0
17667,Mosquee Socubat,Borj Louzir,21/06/2026,Houssem,Controle,Aromair100,All,F.The,0,0
17667,Mosquee Socubat,Borj Louzir,21/06/2026,Houssem,Recharge,Aromair100,All,F.The,0,300
17649,Assurance STAR ,Lac3,24/06/2026,Houssem,Controle,Aromair150,Hotel,R.G,0,0
17664,Barista's ,Jardins Carthage,26/06/2026,Houssem,Recharge,Aromair100,WC,onde parfume,0,300
17584,Armatis,Ghazela,22/06/2026,Houssem,Controle,Aromair150,Entree,T.H,210,0
17584,Armatis,Ghazela,22/06/2026,Houssem,Controle,Astree,Direction,T.H,195,0
17584,Armatis,Ghazela,22/06/2026,Houssem,Recharge,Aromair150,Entrée,T.H,0,90
17584,Armatis,Ghazela,22/06/2026,Houssem,Recharge,Aromair150,Direction,T.H,0,300
17695,Boutique LARA ,Menzah7,30/06/2026,Houssem,Controle,Astree,Entrée,mel,0,0
17695,Boutique LARA ,Menzah7,30/06/2026,Houssem,Controle,Astree,CPN,mel,0,0
17695,Boutique LARA ,Menzah7,30/06/2026,Houssem,Controle,Astree,Entree,mel,190,0
17694,Centre Maram ,Ezzahra,30/06/2026,Houssem,Controle,Astree,Entrée,mel,0,0
17694,Centre Maram ,Ezzahra,30/06/2026,Houssem,Recharge,Astree,Entrée,mel,0,300
17693,Distry Cars,Sfax,30/06/2026,Houssem,Controle,Astree,Entrée,Rose n,62,0
17693,Distry Cars,Sfax,30/06/2026,Houssem,Recharge,Astree,Entrée,Rose n,0,300
17578,Villa Didon ,Carthage,21/06/2026,Houssem,Controle,Zee600,Entree,mel,50,0
17578,Villa Didon ,Carthage,21/06/2026,Houssem,Recharge,Zee600,Entree,mel,0,850
17650,Delice Danone ,Lac3,24/06/2026,Houssem,Controle,Zee300,entrée,null,95,0
17650,Delice Danone ,Lac3,24/06/2026,Houssem,Controle,Aromair150,S. Reunion,null,260,0
17600,716,CUN,23/06/2026,Houssem,Recharge,Astree,au fond,Perle,0,300
17600,716,CUN,23/06/2026,Houssem,Recharge,Aromair150,WC,Rose n,0,300
17692,Boumiza Square ,Sousse,30/06/2026,Houssem,Controle,Zee300,RDC,Cuir S,70,0
17692,Boumiza Square ,Sousse,30/06/2026,Houssem,Controle,Centrale,+2WC,T.B,65,0
17692,Boumiza Square ,Sousse,30/06/2026,Houssem,Controle,Centrale,+3WC,T.B,126,0
17648,Barista's ,Jardins Carthage,24/06/2026,Houssem,Controle,Note: Recuperation Diffuseur AR100 Blanc,null,null,0,0
17589,Hotel Corail,Lac2,22/06/2026,Houssem,Controle,Note: livraison Diffuseur Zee300 + Bouteille Vide,null,null,0,0
17671,City Desk ,Soukra,26/06/2026,Houssem,Recharge,Aromair150,entrée,mel,0,300
320,,,,,,,,,,
