fiche_no,client_matched,adresse_matched,date_heure,technicien,source,model_matched,emplacement,parfum_extracted,qte_restante,qte_livree
017678,Boumiza Square ,Sousse,27/06/26,Houssem,Controle,Aromair100,WC,FC,0,0
017678,Boumiza Square ,Sousse,27/06/26,Houssem,Controle,Zee600,+1,FC,0,0
017678,Boumiza Square ,Sousse,27/06/26,Houssem,Controle,Zee300,S. Jeny,FC,0,0
017678,Boumiza Square ,Sousse,27/06/26,Houssem,Recharge,Zee600,RDC,FC,0,300
017678,Boumiza Square ,Sousse,27/06/26,Houssem,Recharge,Aromair100,WC,FC,0,300
017678,Boumiza Square ,Sousse,27/06/26,Houssem,Recharge,Zee600,+1,FC,0,300
017678,Boumiza Square ,Sousse,27/06/26,Houssem,Recharge,Zee300,S. Jeny,TC,0,300
017679,Maison Mme Dridi ,Soukra,23/06/26,Houssem,Controle,Astree,salon,RG,0,0
017679,Maison Mme Dridi ,Soukra,23/06/26,Houssem,Recharge,Astree,salon,RG,0,300
017680,Hotel Manera ,Sidi Bou Said,23/06/26,Houssem,Controle,Note: livraison 4 Spray FN,null,null,0,0
017681,Ooredoo ,Lac2,20/06/26,Houssem,Controle,Zee300,RDC.DG,RU,0,0
017681,Ooredoo ,Lac2,20/06/26,Houssem,Controle,Zee300,RDC. BD,RU,84,0
017681,Ooredoo ,Lac2,20/06/26,Houssem,Controle,Zee300,Boutique,RU,0,0
017681,Ooredoo ,Lac2,20/06/26,Houssem,Controle,Aromair100,+1 DG,RN,116,0
017681,Ooredoo ,Lac2,20/06/26,Houssem,Controle,Aromair100,+2 B.G,RN,0,0
017681,Ooredoo ,Lac2,20/06/26,Houssem,Controle,Aromair100,+3 B.G,RN,0,0
017681,Ooredoo ,Lac2,20/06/26,Houssem,Controle,Aromair100,+1 B.D,RN,0,0
017682,Ooredoo ,Lac2,23/06/26,Houssem,Controle,Central,+2 B.D,Rose.n,155,0
017682,Ooredoo ,Lac2,23/06/26,Houssem,Controle,Zee300,P. directer,OB,0,0
017682,Ooredoo ,Lac2,23/06/26,Houssem,Controle,Central,+1 B.D,RN,0,0
017683,Beauty Shop,Lac2,21/06/26,Houssem,Controle,Zee300,au fond,Linge Frais,0,0
017683,Beauty Shop,Lac2,21/06/26,Houssem,Recharge,Zee300,au fond,Linge Frais,0,300
017684,Jouaillerie Fakhfakh ,Lac1,21/06/26,Houssem,Controle,Astree,entree,AG,0,0
017684,Jouaillerie Fakhfakh ,Lac1,21/06/26,Houssem,Controle,Iceburg,1ere,MELANGE,238,0
017685,Magro ,Charguia,23/06/26,Houssem,Controle,Aromair100,RDC,Cashmere,0,0
017685,Magro ,Charguia,23/06/26,Houssem,Controle,Aromair100,etage,Cashmere,17,0
017685,Magro ,Charguia,23/06/26,Houssem,Controle,Aromair150,directer,Cashmere,0,0
017685,Magro ,Charguia,23/06/26,Houssem,Controle,Aromair100,couloird,Cashmere,0,0
017685,Magro ,Charguia,23/06/26,Houssem,Controle,Aromair150,fond d,Cashmere,0,0
017685,Magro ,Charguia,23/06/26,Houssem,Controle,Aromair150,directer CPN,RG,0,0
017686,Mariotte ,CUN,25/06/26,Houssem,Controle,Note: livraison 20 spray RG,null,null,0,0
017687,Mascotte ,Jardins Carthage,23/06/26,Houssem,Controle,Zee300,afond,Lin,25,0
017687,Mascotte ,Jardins Carthage,23/06/26,Houssem,Recharge,Zee300,afond,Lin,0,300
017688,Azalée,Soukra,25/06/26,Houssem,Controle,Astree,Entrée,Fig,16,0
017688,Azalée,Soukra,25/06/26,Houssem,Recharge,Astree,Entrée,Fig,0,300
017689,City Loft ,Soukra,29/06/26,Houssem,Recharge,Aromair100,+1,RG,0,200
017690,Boutique 123,Sfax,30/06/26,Houssem,Controle,Aromair600,Entrée,RG,0,0
017690,Boutique 123,Sfax,30/06/26,Houssem,Recharge,Aromair600,Entrée,RG,0,600
017692,Boumiza Square ,Sousse,30/06/26,Houssem,Controle,Zee300,RDC,Cuir S,70,0
017692,Boumiza Square ,Sousse,30/06/26,Houssem,Controle,Centrale,+2WC,TB,65,0
017692,Boumiza Square ,Sousse,30/06/26,Houssem,Controle,Centrale,+3WC,TB,126,0
017693,Distry Cars,Sfax,30/06/26,Houssem,Controle,Astree,Entrée,Rose n,62,0
017693,Distry Cars,Sfax,30/06/26,Houssem,Recharge,Astree,Entrée,Rose n,0,300
017694,Centre Maram ,Ezzahra,30/06/26,Houssem,Controle,Astree,Entrée,MELANGE,0,0
017694,Centre Maram ,Ezzahra,30/06/26,Houssem,Recharge,Astree,Entrée,MELANGE,0,300
017695,Boutique LARA ,Menzah7,30/06/26,Houssem,Controle,Astree,Entrée,mel,0,0
017695,Boutique LARA ,Menzah7,30/06/26,Houssem,Controle,Astree,CPN,mel,0,0
017695,Boutique LARA ,Menzah7,30/06/26,Houssem,Controle,Astree,Entree,mel,190,0
017696,Camomile ,Soukra,30/06/26,Houssem,Controle,Astree,Entrée,RG,0,0
